timestamp, memory.used [MiB], utilization.gpu [%]
2026/02/02 05:15:52.977, 1047 MiB, 0 %
2026/02/02 05:16:07.978, 1047 MiB, 0 %
2026/02/02 05:16:22.980, 1047 MiB, 0 %
2026/02/02 05:16:37.981, 1047 MiB, 0 %
2026/02/02 05:16:52.982, 1047 MiB, 0 %
2026/02/02 05:17:07.983, 1047 MiB, 0 %
2026/02/02 05:17:22.984, 1047 MiB, 0 %
2026/02/02 05:17:37.986, 1047 MiB, 0 %
2026/02/02 05:17:52.987, 1047 MiB, 0 %
2026/02/02 05:18:07.988, 1047 MiB, 0 %
2026/02/02 05:18:22.989, 1047 MiB, 0 %
2026/02/02 05:18:37.990, 1047 MiB, 0 %
2026/02/02 05:18:52.992, 1047 MiB, 0 %
2026/02/02 05:19:07.993, 1047 MiB, 0 %
2026/02/02 05:19:22.994, 1047 MiB, 0 %
2026/02/02 05:19:37.995, 1047 MiB, 0 %
2026/02/02 05:19:52.996, 1047 MiB, 0 %
2026/02/02 05:20:07.998, 1047 MiB, 0 %
2026/02/02 05:20:22.999, 1047 MiB, 0 %
2026/02/02 05:20:38.000, 1047 MiB, 0 %
2026/02/02 05:20:53.001, 1047 MiB, 0 %
2026/02/02 05:21:08.002, 1047 MiB, 0 %
2026/02/02 05:21:23.003, 1047 MiB, 0 %
2026/02/02 05:21:38.005, 1047 MiB, 0 %
2026/02/02 05:21:53.006, 1047 MiB, 0 %
2026/02/02 05:22:08.007, 1047 MiB, 0 %
2026/02/02 05:22:23.008, 1047 MiB, 0 %
2026/02/02 05:22:38.009, 1047 MiB, 0 %
2026/02/02 05:22:53.010, 1047 MiB, 0 %
2026/02/02 05:23:08.012, 1047 MiB, 0 %
2026/02/02 05:23:23.012, 1047 MiB, 0 %
2026/02/02 05:23:38.013, 1047 MiB, 0 %
2026/02/02 05:23:53.014, 1047 MiB, 0 %
2026/02/02 05:24:08.015, 1047 MiB, 0 %
2026/02/02 05:24:23.017, 1047 MiB, 0 %
2026/02/02 05:24:38.018, 1047 MiB, 0 %
2026/02/02 05:24:53.018, 1047 MiB, 0 %
2026/02/02 05:25:08.018, 1047 MiB, 0 %
2026/02/02 05:25:23.020, 1047 MiB, 0 %
2026/02/02 05:25:38.021, 1047 MiB, 0 %
2026/02/02 05:25:53.022, 1047 MiB, 0 %
2026/02/02 05:26:08.023, 1047 MiB, 0 %
2026/02/02 05:26:23.025, 1047 MiB, 0 %
2026/02/02 05:26:38.026, 1047 MiB, 0 %
2026/02/02 05:26:53.027, 1047 MiB, 0 %
2026/02/02 05:27:08.028, 1047 MiB, 0 %
2026/02/02 05:27:23.029, 1047 MiB, 0 %
2026/02/02 05:27:38.031, 1047 MiB, 0 %
2026/02/02 05:27:53.032, 1047 MiB, 0 %
2026/02/02 05:28:08.033, 1047 MiB, 0 %
2026/02/02 05:28:23.033, 1047 MiB, 0 %
2026/02/02 05:28:38.035, 1047 MiB, 0 %
2026/02/02 05:28:53.036, 1047 MiB, 0 %
2026/02/02 05:29:08.036, 1047 MiB, 0 %
2026/02/02 05:29:23.036, 1047 MiB, 0 %
2026/02/02 05:29:38.038, 1047 MiB, 0 %
2026/02/02 05:29:53.038, 1047 MiB, 0 %
2026/02/02 05:30:08.038, 1047 MiB, 0 %
2026/02/02 05:30:23.039, 1047 MiB, 0 %
2026/02/02 05:30:38.040, 1047 MiB, 0 %
2026/02/02 05:30:53.040, 1047 MiB, 0 %
2026/02/02 05:31:08.041, 1047 MiB, 0 %
2026/02/02 05:31:23.042, 1047 MiB, 0 %
2026/02/02 05:31:38.043, 1047 MiB, 0 %
2026/02/02 05:31:53.043, 1047 MiB, 0 %
2026/02/02 05:32:08.043, 1047 MiB, 0 %
2026/02/02 05:32:23.044, 1047 MiB, 0 %
2026/02/02 05:32:38.044, 1047 MiB, 0 %
2026/02/02 05:32:53.045, 1047 MiB, 0 %
2026/02/02 05:33:08.045, 1047 MiB, 0 %
2026/02/02 05:33:23.046, 1047 MiB, 0 %
2026/02/02 05:33:38.047, 1047 MiB, 0 %
2026/02/02 05:33:53.047, 1047 MiB, 0 %
2026/02/02 05:34:08.047, 1047 MiB, 0 %
2026/02/02 05:34:23.048, 1047 MiB, 0 %
2026/02/02 05:34:38.049, 1047 MiB, 0 %
2026/02/02 05:34:53.050, 1047 MiB, 0 %
2026/02/02 05:35:08.051, 1047 MiB, 0 %
2026/02/02 05:35:23.053, 1047 MiB, 0 %
2026/02/02 05:35:38.054, 1047 MiB, 0 %
2026/02/02 05:35:53.055, 1047 MiB, 0 %
2026/02/02 05:36:08.056, 1047 MiB, 0 %
2026/02/02 05:36:23.057, 1047 MiB, 0 %
2026/02/02 05:36:38.059, 1047 MiB, 0 %
2026/02/02 05:36:53.059, 1047 MiB, 0 %
2026/02/02 05:37:08.059, 1047 MiB, 0 %
2026/02/02 05:37:23.059, 1047 MiB, 0 %
2026/02/02 05:37:38.061, 1047 MiB, 0 %
2026/02/02 05:37:53.062, 1047 MiB, 0 %
2026/02/02 05:38:08.062, 1047 MiB, 0 %
2026/02/02 05:38:23.063, 1047 MiB, 0 %
2026/02/02 05:38:38.065, 1047 MiB, 0 %
2026/02/02 05:38:53.066, 1047 MiB, 0 %
2026/02/02 05:39:08.066, 1047 MiB, 0 %
2026/02/02 05:39:23.067, 1047 MiB, 0 %
2026/02/02 05:39:38.068, 1047 MiB, 0 %
2026/02/02 05:39:53.070, 1047 MiB, 0 %
2026/02/02 05:40:08.071, 1047 MiB, 0 %
2026/02/02 05:40:23.072, 1047 MiB, 0 %
2026/02/02 05:40:38.073, 1047 MiB, 0 %
2026/02/02 05:40:53.075, 1047 MiB, 0 %
2026/02/02 05:41:08.076, 1047 MiB, 0 %
2026/02/02 05:41:23.077, 1047 MiB, 0 %
2026/02/02 05:41:38.078, 1047 MiB, 0 %
2026/02/02 05:41:53.079, 1047 MiB, 0 %
2026/02/02 05:42:08.081, 1047 MiB, 0 %
2026/02/02 05:42:23.082, 1047 MiB, 0 %
2026/02/02 05:42:38.083, 1047 MiB, 0 %
2026/02/02 05:42:53.084, 1047 MiB, 0 %
2026/02/02 05:43:08.085, 1047 MiB, 0 %
2026/02/02 05:43:23.087, 1047 MiB, 0 %
2026/02/02 05:43:38.088, 1047 MiB, 0 %
2026/02/02 05:43:53.088, 1047 MiB, 0 %
2026/02/02 05:44:08.088, 1047 MiB, 0 %
2026/02/02 05:44:23.089, 1047 MiB, 0 %
2026/02/02 05:44:38.089, 1047 MiB, 0 %
2026/02/02 05:44:53.089, 1047 MiB, 0 %
2026/02/02 05:45:08.089, 1047 MiB, 0 %
2026/02/02 05:45:23.091, 1047 MiB, 0 %
2026/02/02 05:45:38.092, 1047 MiB, 0 %
2026/02/02 05:45:53.093, 1047 MiB, 0 %
2026/02/02 05:46:08.094, 1047 MiB, 0 %
2026/02/02 05:46:23.096, 1047 MiB, 0 %
2026/02/02 05:46:38.097, 1047 MiB, 0 %
2026/02/02 05:46:53.097, 1047 MiB, 0 %
2026/02/02 05:47:08.097, 1047 MiB, 0 %
2026/02/02 05:47:23.098, 1047 MiB, 0 %
2026/02/02 05:47:38.099, 1047 MiB, 0 %
2026/02/02 05:47:53.100, 1047 MiB, 0 %
2026/02/02 05:48:08.100, 1047 MiB, 0 %
2026/02/02 05:48:23.102, 1047 MiB, 0 %
2026/02/02 05:48:38.102, 1047 MiB, 0 %
2026/02/02 05:48:53.102, 1047 MiB, 0 %
2026/02/02 05:49:08.103, 1047 MiB, 0 %
2026/02/02 05:49:23.104, 1047 MiB, 0 %
2026/02/02 05:49:38.106, 1047 MiB, 0 %
2026/02/02 05:49:53.107, 1047 MiB, 0 %
2026/02/02 05:50:08.108, 1047 MiB, 0 %
2026/02/02 05:50:23.108, 1047 MiB, 0 %
2026/02/02 05:50:38.109, 1047 MiB, 0 %
2026/02/02 05:50:53.109, 1047 MiB, 0 %
2026/02/02 05:51:08.110, 1047 MiB, 0 %
2026/02/02 05:51:23.111, 1047 MiB, 0 %
2026/02/02 05:51:38.112, 1047 MiB, 0 %
2026/02/02 05:51:53.114, 1047 MiB, 0 %
2026/02/02 05:52:08.114, 1047 MiB, 0 %
2026/02/02 05:52:23.115, 1047 MiB, 0 %
2026/02/02 05:52:38.116, 1047 MiB, 0 %
2026/02/02 05:52:53.117, 1047 MiB, 0 %
2026/02/02 05:53:08.118, 1047 MiB, 0 %
2026/02/02 05:53:23.119, 1047 MiB, 0 %
2026/02/02 05:53:38.120, 1047 MiB, 0 %
2026/02/02 05:53:53.122, 1047 MiB, 0 %
2026/02/02 05:54:08.122, 1047 MiB, 0 %
2026/02/02 05:54:23.122, 1047 MiB, 0 %
2026/02/02 05:54:38.123, 1047 MiB, 0 %
2026/02/02 05:54:53.125, 1047 MiB, 0 %
2026/02/02 05:55:08.125, 1047 MiB, 0 %
2026/02/02 05:55:23.125, 1047 MiB, 0 %
2026/02/02 05:55:38.126, 1047 MiB, 0 %
2026/02/02 05:55:53.128, 1047 MiB, 0 %
2026/02/02 05:56:08.128, 1047 MiB, 0 %
2026/02/02 05:56:23.129, 1047 MiB, 0 %
2026/02/02 05:56:38.130, 1047 MiB, 0 %
2026/02/02 05:56:53.131, 1047 MiB, 0 %
2026/02/02 05:57:08.132, 1047 MiB, 0 %
2026/02/02 05:57:23.132, 1047 MiB, 0 %
2026/02/02 05:57:38.132, 1047 MiB, 0 %
2026/02/02 05:57:53.134, 1047 MiB, 0 %
2026/02/02 05:58:08.134, 1047 MiB, 0 %
2026/02/02 05:58:23.134, 1047 MiB, 0 %
2026/02/02 05:58:38.135, 1047 MiB, 0 %
2026/02/02 05:58:53.136, 1047 MiB, 0 %
2026/02/02 05:59:08.137, 1047 MiB, 0 %
2026/02/02 05:59:23.138, 1047 MiB, 0 %
2026/02/02 05:59:38.138, 1047 MiB, 0 %
2026/02/02 05:59:53.139, 1047 MiB, 0 %
2026/02/02 06:00:08.140, 1047 MiB, 0 %
2026/02/02 06:00:23.140, 1047 MiB, 0 %
2026/02/02 06:00:38.141, 1047 MiB, 0 %
2026/02/02 06:00:53.142, 1047 MiB, 0 %
2026/02/02 06:01:08.144, 1047 MiB, 0 %
2026/02/02 06:01:23.144, 1047 MiB, 0 %
2026/02/02 06:01:38.145, 1047 MiB, 0 %
2026/02/02 06:01:53.146, 1047 MiB, 0 %
2026/02/02 06:02:08.147, 1047 MiB, 0 %
2026/02/02 06:02:23.147, 1047 MiB, 0 %
2026/02/02 06:02:38.148, 1047 MiB, 0 %
2026/02/02 06:02:53.150, 1047 MiB, 0 %
2026/02/02 06:03:08.151, 1047 MiB, 0 %
2026/02/02 06:03:23.152, 1047 MiB, 0 %
2026/02/02 06:03:38.153, 1047 MiB, 0 %
2026/02/02 06:03:53.153, 1047 MiB, 0 %
2026/02/02 06:04:08.154, 1047 MiB, 0 %
2026/02/02 06:04:23.154, 1047 MiB, 0 %
2026/02/02 06:04:38.154, 1047 MiB, 0 %
2026/02/02 06:04:53.155, 1047 MiB, 0 %
2026/02/02 06:05:08.156, 1047 MiB, 0 %
2026/02/02 06:05:23.157, 1047 MiB, 0 %
2026/02/02 06:05:38.158, 1047 MiB, 0 %
2026/02/02 06:05:53.159, 1047 MiB, 0 %
2026/02/02 06:06:08.159, 1047 MiB, 0 %
2026/02/02 06:06:23.159, 1047 MiB, 0 %
2026/02/02 06:06:38.160, 1047 MiB, 0 %
2026/02/02 06:06:53.161, 1047 MiB, 0 %
2026/02/02 06:07:08.162, 1047 MiB, 0 %
2026/02/02 06:07:23.162, 1047 MiB, 0 %
2026/02/02 06:07:38.162, 1047 MiB, 0 %
2026/02/02 06:07:53.163, 1047 MiB, 0 %
2026/02/02 06:08:08.165, 1047 MiB, 0 %
2026/02/02 06:08:23.166, 1047 MiB, 0 %
2026/02/02 06:08:38.168, 1047 MiB, 0 %
2026/02/02 06:08:53.169, 1047 MiB, 0 %
2026/02/02 06:09:08.170, 1047 MiB, 0 %
2026/02/02 06:09:23.171, 1047 MiB, 0 %
2026/02/02 06:09:38.173, 1047 MiB, 0 %
2026/02/02 06:09:53.174, 1047 MiB, 0 %
2026/02/02 06:10:08.176, 1047 MiB, 0 %
2026/02/02 06:10:23.176, 1047 MiB, 0 %
2026/02/02 06:10:38.177, 1047 MiB, 0 %
2026/02/02 06:10:53.178, 1047 MiB, 0 %
2026/02/02 06:11:08.179, 1047 MiB, 0 %
2026/02/02 06:11:23.180, 1047 MiB, 0 %
2026/02/02 06:11:38.181, 1047 MiB, 0 %
2026/02/02 06:11:53.182, 1047 MiB, 0 %
2026/02/02 06:12:08.183, 1047 MiB, 0 %
2026/02/02 06:12:23.183, 1047 MiB, 0 %
2026/02/02 06:12:38.184, 1047 MiB, 0 %
2026/02/02 06:12:53.185, 1047 MiB, 0 %
2026/02/02 06:13:08.186, 1047 MiB, 0 %
2026/02/02 06:13:23.187, 1047 MiB, 0 %
2026/02/02 06:13:38.187, 1047 MiB, 0 %
2026/02/02 06:13:53.188, 1047 MiB, 0 %
2026/02/02 06:14:08.189, 1047 MiB, 0 %
2026/02/02 06:14:23.190, 1047 MiB, 0 %
2026/02/02 06:14:38.191, 1047 MiB, 0 %
2026/02/02 06:14:53.191, 1047 MiB, 0 %
2026/02/02 06:15:08.192, 1047 MiB, 0 %
2026/02/02 06:15:23.194, 1047 MiB, 0 %
2026/02/02 06:15:38.195, 1047 MiB, 0 %
2026/02/02 06:15:53.196, 1047 MiB, 0 %
2026/02/02 06:16:08.197, 1047 MiB, 0 %
2026/02/02 06:16:23.199, 1047 MiB, 0 %
2026/02/02 06:16:38.200, 1047 MiB, 0 %
2026/02/02 06:16:53.201, 1047 MiB, 0 %
2026/02/02 06:17:08.202, 1047 MiB, 0 %
2026/02/02 06:17:23.203, 1047 MiB, 0 %
2026/02/02 06:17:38.205, 1047 MiB, 0 %
2026/02/02 06:17:53.206, 1047 MiB, 0 %
2026/02/02 06:18:08.207, 1047 MiB, 0 %
2026/02/02 06:18:23.208, 1047 MiB, 0 %
2026/02/02 06:18:38.265, 1047 MiB, 0 %
2026/02/02 06:18:53.266, 1047 MiB, 0 %
2026/02/02 06:19:08.267, 1047 MiB, 0 %
2026/02/02 06:19:23.268, 1047 MiB, 0 %
2026/02/02 06:19:38.269, 1047 MiB, 0 %
2026/02/02 06:19:53.270, 1047 MiB, 0 %
2026/02/02 06:20:08.270, 1047 MiB, 0 %
2026/02/02 06:20:23.271, 1047 MiB, 0 %
2026/02/02 06:20:38.272, 1047 MiB, 0 %
2026/02/02 06:20:53.273, 1047 MiB, 0 %
2026/02/02 06:21:08.275, 1047 MiB, 0 %
2026/02/02 06:21:23.276, 1047 MiB, 0 %
2026/02/02 06:21:38.277, 1047 MiB, 0 %
2026/02/02 06:21:53.278, 1047 MiB, 0 %
2026/02/02 06:22:08.279, 1047 MiB, 0 %
2026/02/02 06:22:23.280, 1047 MiB, 0 %
2026/02/02 06:22:38.281, 1047 MiB, 0 %
2026/02/02 06:22:53.282, 1047 MiB, 0 %
2026/02/02 06:23:08.283, 1047 MiB, 0 %
2026/02/02 06:23:23.285, 1047 MiB, 0 %
2026/02/02 06:23:38.286, 1047 MiB, 0 %
2026/02/02 06:23:53.287, 1047 MiB, 0 %
2026/02/02 06:24:08.287, 1047 MiB, 0 %
2026/02/02 06:24:23.288, 1047 MiB, 0 %
2026/02/02 06:24:38.289, 1047 MiB, 0 %
2026/02/02 06:24:53.290, 1047 MiB, 0 %
2026/02/02 06:25:08.291, 1047 MiB, 0 %
2026/02/02 06:25:23.292, 1047 MiB, 0 %
2026/02/02 06:25:38.293, 1047 MiB, 0 %
2026/02/02 06:25:53.294, 1047 MiB, 0 %
2026/02/02 06:26:08.295, 1047 MiB, 0 %
2026/02/02 06:26:23.296, 1047 MiB, 0 %
2026/02/02 06:26:38.298, 1047 MiB, 0 %
2026/02/02 06:26:53.299, 1047 MiB, 0 %
2026/02/02 06:27:08.299, 1047 MiB, 0 %
2026/02/02 06:27:23.300, 1047 MiB, 0 %
2026/02/02 06:27:38.302, 1047 MiB, 0 %
2026/02/02 06:27:53.303, 1047 MiB, 0 %
2026/02/02 06:28:08.304, 1047 MiB, 0 %
2026/02/02 06:28:23.305, 1047 MiB, 0 %
2026/02/02 06:28:38.307, 1047 MiB, 0 %
2026/02/02 06:28:53.307, 1047 MiB, 0 %
2026/02/02 06:29:08.308, 1047 MiB, 0 %
2026/02/02 06:29:23.308, 1047 MiB, 0 %
2026/02/02 06:29:38.309, 1047 MiB, 0 %
2026/02/02 06:29:53.309, 1047 MiB, 0 %
2026/02/02 06:30:08.310, 1047 MiB, 0 %
2026/02/02 06:30:23.311, 1047 MiB, 0 %
2026/02/02 06:30:38.312, 1047 MiB, 0 %
2026/02/02 06:30:53.314, 1047 MiB, 0 %
2026/02/02 06:31:08.315, 1047 MiB, 0 %
2026/02/02 06:31:23.316, 1047 MiB, 0 %
2026/02/02 06:31:38.317, 1047 MiB, 0 %
2026/02/02 06:31:53.319, 1047 MiB, 0 %
2026/02/02 06:32:08.320, 1047 MiB, 0 %
2026/02/02 06:32:23.321, 1047 MiB, 0 %
2026/02/02 06:32:38.322, 1047 MiB, 0 %
2026/02/02 06:32:53.323, 1047 MiB, 0 %
2026/02/02 06:33:08.325, 1047 MiB, 0 %
2026/02/02 06:33:23.326, 1047 MiB, 0 %
2026/02/02 06:33:38.327, 1047 MiB, 0 %
2026/02/02 06:33:53.328, 1047 MiB, 0 %
2026/02/02 06:34:08.329, 1047 MiB, 0 %
2026/02/02 06:34:23.331, 1047 MiB, 0 %
2026/02/02 06:34:38.332, 1047 MiB, 0 %
2026/02/02 06:34:53.333, 1047 MiB, 0 %
2026/02/02 06:35:08.334, 1047 MiB, 0 %
2026/02/02 06:35:23.336, 1047 MiB, 0 %
2026/02/02 06:35:38.337, 1047 MiB, 0 %
2026/02/02 06:35:53.338, 1047 MiB, 0 %
2026/02/02 06:36:08.338, 1047 MiB, 0 %
2026/02/02 06:36:23.340, 1047 MiB, 0 %
2026/02/02 06:36:38.341, 1047 MiB, 0 %
2026/02/02 06:36:53.342, 1047 MiB, 0 %
2026/02/02 06:37:08.343, 1047 MiB, 0 %
2026/02/02 06:37:23.345, 1047 MiB, 0 %
2026/02/02 06:37:38.346, 1047 MiB, 0 %
2026/02/02 06:37:53.347, 1047 MiB, 0 %
2026/02/02 06:38:08.348, 1047 MiB, 0 %
2026/02/02 06:38:23.349, 1047 MiB, 0 %
2026/02/02 06:38:38.351, 1047 MiB, 0 %
2026/02/02 06:38:53.352, 1047 MiB, 0 %
2026/02/02 06:39:08.353, 1047 MiB, 0 %
2026/02/02 06:39:23.354, 1047 MiB, 0 %
2026/02/02 06:39:38.356, 1047 MiB, 0 %
2026/02/02 06:39:53.357, 1047 MiB, 0 %
2026/02/02 06:40:08.358, 1047 MiB, 0 %
2026/02/02 06:40:23.359, 1047 MiB, 0 %
2026/02/02 06:40:38.361, 1047 MiB, 0 %
2026/02/02 06:40:53.362, 1047 MiB, 0 %
2026/02/02 06:41:08.363, 1047 MiB, 0 %
2026/02/02 06:41:23.363, 1047 MiB, 0 %
2026/02/02 06:41:38.364, 1047 MiB, 0 %
2026/02/02 06:41:53.366, 1047 MiB, 0 %
2026/02/02 06:42:08.367, 1047 MiB, 0 %
2026/02/02 06:42:23.368, 1047 MiB, 0 %
2026/02/02 06:42:38.369, 1047 MiB, 0 %
2026/02/02 06:42:53.371, 1047 MiB, 0 %
2026/02/02 06:43:08.372, 1047 MiB, 0 %
2026/02/02 06:43:23.373, 1047 MiB, 0 %
2026/02/02 06:43:38.374, 1047 MiB, 0 %
2026/02/02 06:43:53.375, 1047 MiB, 0 %
2026/02/02 06:44:08.376, 1047 MiB, 0 %
2026/02/02 06:44:23.377, 1047 MiB, 0 %
2026/02/02 06:44:38.378, 1047 MiB, 0 %
2026/02/02 06:44:53.379, 1047 MiB, 0 %
2026/02/02 06:45:08.380, 1047 MiB, 0 %
2026/02/02 06:45:23.380, 1047 MiB, 0 %
2026/02/02 06:45:38.380, 1047 MiB, 0 %
2026/02/02 06:45:53.382, 1047 MiB, 0 %
2026/02/02 06:46:08.382, 1047 MiB, 0 %
2026/02/02 06:46:23.383, 1047 MiB, 0 %
2026/02/02 06:46:38.384, 1047 MiB, 0 %
2026/02/02 06:46:53.385, 1047 MiB, 0 %
2026/02/02 06:47:08.386, 1047 MiB, 0 %
2026/02/02 06:47:23.387, 1047 MiB, 0 %
2026/02/02 06:47:38.388, 1047 MiB, 0 %
2026/02/02 06:47:53.389, 1047 MiB, 0 %
2026/02/02 06:48:08.391, 1047 MiB, 0 %
2026/02/02 06:48:23.392, 1047 MiB, 0 %
2026/02/02 06:48:38.392, 1047 MiB, 0 %
2026/02/02 06:48:53.393, 1047 MiB, 0 %
2026/02/02 06:49:08.394, 1047 MiB, 0 %
2026/02/02 06:49:23.395, 1047 MiB, 0 %
2026/02/02 06:49:38.395, 1047 MiB, 0 %
2026/02/02 06:49:53.395, 1047 MiB, 0 %
2026/02/02 06:50:08.397, 1047 MiB, 0 %
2026/02/02 06:50:23.398, 1047 MiB, 0 %
2026/02/02 06:50:38.399, 1047 MiB, 0 %
2026/02/02 06:50:53.400, 1047 MiB, 0 %
2026/02/02 06:51:08.401, 1047 MiB, 0 %
2026/02/02 06:51:23.402, 1047 MiB, 0 %
2026/02/02 06:51:38.403, 1047 MiB, 0 %
2026/02/02 06:51:53.404, 1047 MiB, 0 %
2026/02/02 06:52:08.405, 1047 MiB, 0 %
2026/02/02 06:52:23.407, 1047 MiB, 0 %
2026/02/02 06:52:38.408, 1047 MiB, 0 %
2026/02/02 06:52:53.409, 1047 MiB, 0 %
2026/02/02 06:53:08.410, 1047 MiB, 0 %
2026/02/02 06:53:23.412, 1047 MiB, 0 %
2026/02/02 06:53:38.415, 1047 MiB, 0 %
2026/02/02 06:53:53.415, 1047 MiB, 0 %
2026/02/02 06:54:08.416, 1047 MiB, 0 %
2026/02/02 06:54:23.417, 1047 MiB, 0 %
2026/02/02 06:54:38.418, 1047 MiB, 0 %
2026/02/02 06:54:53.419, 1047 MiB, 0 %
2026/02/02 06:55:08.419, 1047 MiB, 0 %
2026/02/02 06:55:23.420, 1047 MiB, 0 %
2026/02/02 06:55:38.422, 1047 MiB, 0 %
2026/02/02 06:55:53.423, 1047 MiB, 0 %
2026/02/02 06:56:08.423, 1047 MiB, 0 %
2026/02/02 06:56:23.424, 1047 MiB, 0 %
2026/02/02 06:56:38.425, 1047 MiB, 0 %
2026/02/02 06:56:53.427, 1047 MiB, 0 %
2026/02/02 06:57:08.427, 1047 MiB, 0 %
2026/02/02 06:57:23.428, 1047 MiB, 0 %
2026/02/02 06:57:38.428, 1047 MiB, 0 %
2026/02/02 06:57:53.430, 1047 MiB, 0 %
2026/02/02 06:58:08.430, 1047 MiB, 0 %
2026/02/02 06:58:23.430, 1047 MiB, 0 %
2026/02/02 06:58:38.435, 1047 MiB, 0 %
2026/02/02 06:58:53.436, 1047 MiB, 0 %
2026/02/02 06:59:08.438, 1047 MiB, 0 %
2026/02/02 06:59:23.439, 1047 MiB, 0 %
2026/02/02 06:59:38.440, 1047 MiB, 0 %
2026/02/02 06:59:53.441, 1047 MiB, 0 %
2026/02/02 07:00:08.444, 1047 MiB, 0 %
2026/02/02 07:00:23.445, 1047 MiB, 0 %
2026/02/02 07:00:38.446, 1047 MiB, 0 %
2026/02/02 07:00:53.448, 1047 MiB, 0 %
2026/02/02 07:01:08.450, 1047 MiB, 0 %
2026/02/02 07:01:23.452, 1047 MiB, 0 %
2026/02/02 07:01:38.454, 1047 MiB, 0 %
2026/02/02 07:01:53.456, 1047 MiB, 0 %
2026/02/02 07:02:08.457, 1047 MiB, 0 %
2026/02/02 07:02:23.458, 1047 MiB, 0 %
2026/02/02 07:02:38.459, 1047 MiB, 0 %
2026/02/02 07:02:53.460, 1047 MiB, 0 %
2026/02/02 07:03:08.462, 1047 MiB, 0 %
2026/02/02 07:03:23.463, 1047 MiB, 0 %
2026/02/02 07:03:38.464, 1047 MiB, 0 %
2026/02/02 07:03:53.465, 1047 MiB, 0 %
2026/02/02 07:04:08.466, 1047 MiB, 0 %
2026/02/02 07:04:23.467, 1047 MiB, 0 %
2026/02/02 07:04:38.469, 1047 MiB, 0 %
2026/02/02 07:04:53.470, 1047 MiB, 0 %
2026/02/02 07:05:08.471, 1047 MiB, 0 %
2026/02/02 07:05:23.472, 1047 MiB, 0 %
2026/02/02 07:05:38.473, 1047 MiB, 0 %
2026/02/02 07:05:53.475, 1047 MiB, 0 %
2026/02/02 07:06:08.475, 1047 MiB, 0 %
2026/02/02 07:06:23.476, 1047 MiB, 0 %
2026/02/02 07:06:38.477, 1047 MiB, 0 %
2026/02/02 07:06:53.479, 1047 MiB, 0 %
2026/02/02 07:07:08.480, 1047 MiB, 0 %
2026/02/02 07:07:23.481, 1047 MiB, 0 %
2026/02/02 07:07:38.482, 1047 MiB, 0 %
2026/02/02 07:07:53.483, 1047 MiB, 0 %
2026/02/02 07:08:08.485, 1047 MiB, 0 %
2026/02/02 07:08:23.486, 1047 MiB, 0 %
2026/02/02 07:08:38.487, 1047 MiB, 0 %
2026/02/02 07:08:53.487, 1047 MiB, 0 %
2026/02/02 07:09:08.488, 1047 MiB, 0 %
2026/02/02 07:09:23.490, 1047 MiB, 0 %
2026/02/02 07:09:38.491, 1047 MiB, 0 %
2026/02/02 07:09:53.492, 1047 MiB, 0 %
2026/02/02 07:10:08.493, 1047 MiB, 0 %
2026/02/02 07:10:23.493, 1047 MiB, 0 %
2026/02/02 07:10:38.495, 1047 MiB, 0 %
2026/02/02 07:10:53.496, 1047 MiB, 0 %
2026/02/02 07:11:08.497, 1047 MiB, 0 %
2026/02/02 07:11:23.497, 1047 MiB, 0 %
2026/02/02 07:11:38.499, 1047 MiB, 0 %
2026/02/02 07:11:53.500, 1047 MiB, 0 %
2026/02/02 07:12:08.501, 1047 MiB, 0 %
2026/02/02 07:12:23.502, 1047 MiB, 0 %
2026/02/02 07:12:38.504, 1047 MiB, 0 %
2026/02/02 07:12:53.505, 1047 MiB, 0 %
2026/02/02 07:13:08.506, 1047 MiB, 0 %
2026/02/02 07:13:23.507, 1047 MiB, 0 %
2026/02/02 07:13:38.508, 1047 MiB, 0 %
2026/02/02 07:13:53.509, 1047 MiB, 0 %
2026/02/02 07:14:08.510, 1047 MiB, 0 %
2026/02/02 07:14:23.512, 1047 MiB, 0 %
2026/02/02 07:14:38.513, 1047 MiB, 0 %
2026/02/02 07:14:53.514, 1047 MiB, 0 %
2026/02/02 07:15:08.515, 1047 MiB, 0 %
2026/02/02 07:15:23.516, 1047 MiB, 0 %
2026/02/02 07:15:38.517, 1047 MiB, 0 %
2026/02/02 07:15:53.519, 1047 MiB, 0 %
2026/02/02 07:16:08.520, 1047 MiB, 0 %
2026/02/02 07:16:23.521, 1047 MiB, 0 %
2026/02/02 07:16:38.522, 1047 MiB, 0 %
2026/02/02 07:16:53.523, 1047 MiB, 0 %
2026/02/02 07:17:08.524, 1047 MiB, 0 %
2026/02/02 07:17:23.526, 1047 MiB, 0 %
2026/02/02 07:17:38.527, 1047 MiB, 0 %
2026/02/02 07:17:53.528, 1047 MiB, 0 %
2026/02/02 07:18:08.529, 1047 MiB, 0 %
2026/02/02 07:18:23.530, 1047 MiB, 0 %
2026/02/02 07:18:38.531, 1047 MiB, 0 %
2026/02/02 07:18:53.532, 1047 MiB, 0 %
2026/02/02 07:19:08.534, 1047 MiB, 0 %
2026/02/02 07:19:23.535, 1047 MiB, 0 %
2026/02/02 07:19:38.536, 1047 MiB, 0 %
2026/02/02 07:19:53.537, 1047 MiB, 0 %
2026/02/02 07:20:08.538, 1047 MiB, 0 %
2026/02/02 07:20:23.539, 1047 MiB, 0 %
